Kid Klown                                                                        7
Kid Kool                                                                         6
Kid Niki: Radical Ninja                                                          11
King's Knight                                                                    7
Kirby's Adventure                                                                9
Kiwi Kraze                                                                       13
Klash Ball                                                                       9
Klax                                                                             7
Knight Rider                                                                     13
Krion Conquest, The                                                              11
Krusty's Fun House                                                               8
Kung Fu                                                                          11
Kung Fu Heroes                                                                   17
Last Action Hero, The                                                            22
Last Starfighter, The                                                            9
Legacy of the Wizard                                                             12
Legend of Kage, The                                                              4
Legend of Zelda, The                                                             8
Legendary Wings                                                                  9
Legends of the Diamond                                                           6
Lemmings                                                                         9
Lethal Weapon                                                                    13
Life Force                                                                       15
Little Mermaid, The                                                              11
Little Nemo: The Dream Master                                                    15
Little Samson                                                                    12
Lode Runner                                                                      6
Lone Ranger, The                                                                 10
Low G Man                                                                        17
M.C. Kids                                                                        9
M.U.L.E.                                                                         8
M.U.S.C.L.E.                                                                     6
MIG 29 Soviet Fighter                                                            13
Mad Max                                                                          13
Mag Max                                                                          5
Magic of Scheherazade, The                                                       10
Mappy Land                                                                       8
Marble Madness                                                                   4
Mario Bros.                                                                      10
Mechanized Attack                                                                12
Mega Man                                                                         9
Mega Man 2                                                                       12
Mega Man 3                                                                       13
Mega Man 4                                                                       13
Mega Man 5                                                                       12
Mega Man 6                                                                       7
Mendel Palace                                                                    8
Metal Gear                                                                       6
Metal Mech                                                                       13
Metal Storm                                                                      8
Metroid                                                                          5
Mickey Mousecapade                                                               6
Micro Machines                                                                   42
Mighty Bomb Jack                                                                 11
Mighty Final Fight                                                               43
Millipede                                                                        8
Milon's Secret Castle                                                            6
Mission Impossible                                                               10
Monopoly                                                                         21
Monster Party                                                                    10
Motor City Patrol                                                                5
Ms. Pac-Man                                                                      9
Mutant Virus: Crisis in Computer World, The                                      8
Mystery Quest                                                                    8
NES Play Action Football                                                         5
Narc                                                                             10
Nigel Mansell's World Champ Racing                                               38
Nightmare on Elm Street, A                                                       8
Ninja Crusaders                                                                  14
Ninja Gaiden                                                                     8
Ninja Gaiden 2: The Sword of Chaos                                               16
Ninja Gaiden 3: The Ancient Ship of Doom                                         9
Ninja Kid                                                                        16
North and South                                                                  10
Operation Wolf                                                                   15
P.O.W.                                                                           8
Pac Man                                                                          7
Panic Restaurant                                                                 13
Paper Boy                                                                        6
Paper Boy 2                                                                      10
Phantom Fighter                                                                  8
Pin-Bot                                                                          4
Pinball                                                                          4
Pipe Dream                                                                       10
Platoon                                                                          12
Popeye                                                                           4
Power Blade 2                                                                    13
Power Blade                                                                      9
Predator                                                                         7
Pro Sport Hockey                                                                 26
Pro Wrestling                                                                    10
Pugsley's Scavenger Hunt                                                         8
Punisher, The                                                                    11
Puss 'n Boots: Pero's Great Adventure                                            11
Puzznic                                                                          10
Q*Bert                                                                           6
Qix                                                                              8
Quattro Adventure                                                                19
Quattro Arcade                                                                   34
Race America                                                                     3
Rad Racer                                                                        10
Raid on Bungeling Bay                                                            8
Rally Bike                                                                       7
Rambo                                                                            8
Rampage                                                                          12
RC Pro Am                                                                        22
RC Pro-Am 2                                                                      53
Ren & Stimpy Show: Buckaroo$!, The                                               15
Renegade                                                                         10
Ring King                                                                        5
River City Ransom                                                                6
Road Runner                                                                      11
Roadblasters                                                                     9
Robin Hood: Prince of Thieves                                                    5
Robocop                                                                          14
Robocop 3                                                                        5
Robowarrior                                                                      11
Rocket Ranger                                                                    5
Rocketeer                                                                        11
Rockin Kats                                                                      10
Roger Clemens' MVP Baseball                                                      9
Roller Ball                                                                      2
Rollerblade Racer                                                                10
Rollergames                                                                      10
Rolling Thunder                                                                  16
Rush'N'Attack                                                                    7
S.C.A.T.                                                                         8
Section Z                                                                        6
Seicross                                                                         5
Shadow of the Ninja                                                              9
Shatterhand                                                                      8
Shinobi                                                                          7
Shooting Range                                                                   11
Silent Service                                                                   5
Silkworm                                                                         21
Silver Surfer                                                                    9
Simpsons: Bart vs. Space Mutants, The                                            14
Simpsons: Bart vs. The World, The                                                7
Simpsons: Bartman vs Radioactive Man, The                                        15
Skate or Die 2                                                                   13
Ski or Die                                                                       8
Skull and Crossbones                                                             10
Sky Kid                                                                          10
Sky Shark                                                                        13
Slalom                                                                           3
Smash T.V.                                                                       4
Snake's Revenge (Metal Gear II)                                                  14
Snake Rattle 'N Roll                                                             18
Snow Brothers                                                                    10
Soccer                                                                           4
Solar Jetman                                                                     20
Solomon's Key                                                                    10
Solstice                                                                         9
Spelunker                                                                        6
Spy Hunter                                                                       8
Spy vs Spy                                                                       6
Squoon                                                                           10
Star Soldier                                                                     4
Star Trek: 25th Anniversary                                                      14
Star Trek: The Next Generation                                                   14
Star Tropics                                                                     13
Star Tropics 2: Zoda's Revenge                                                   12
Star Voyager                                                                     7
Star Wars                                                                        11
Star Wars: The Empire Strikes Back                                               13
Starforce                                                                        5
Starship Hector                                                                  10
Stealth ATF                                                                      5
Stinger                                                                          17
Street Cop                                                                       10
Street Fighter 2010: The Final Fight                                             9
Strider                                                                          5
Stunt Kids                                                                       11
Super Bowl                                                                       37
Super C                                                                          14
Super Mario Bros.                                                                22
Super Mario Bros. 2                                                              38
Super Mario Bros. 3                                                              37
Super Off-Road, Ivan "Ironman" Stewart's                                         7
Super Pitfall                                                                    11
Super Sprint                                                                     6
Superman                                                                         10
Swords and Serpents                                                              11
T and C Surf 2: Thrilla's Safari                                                 20
T & C Surf Designs Game                                                          missing
T2 Terminator 2: Judgment Day                                                    9
Tale Spin                                                                        13
Target: Renegade                                                                 12
Tecmo Bowl                                                                       3
Tecmo NBA Basketball                                                             11
Tecmo World Cup                                                                  2
Teenage Mutant Ninja Turtles                                                     8
Teenage Mutant Ninja Turtles 2: The Arcade Game                                  10
Teenage Mutant Ninja Turtles 3: The Manhattan Project                            12
Teenage Mutant Ninja Turtles: Tournament Fighters                                7
Terra Cresta                                                                     8
Tetris                                                                           5
Tetris 2                                                                         13
Thunderbirds                                                                     9
Thundercade                                                                      9
Tiger Heli                                                                       14
Time Lord                                                                        6
Tiny Toon Adventures                                                             15
Tiny Toon Adventures 2                                                           20
To The Earth                                                                     9
Toki                                                                             18
Tom and Jerry                                                                    10
Toobin'                                                                          13
Top Gun                                                                          10
Top Gun: The Second Mission                                                      8
Total Recall                                                                     6
Totally Rad                                                                      10
Trojan                                                                           11
Twin Cobra                                                                       17
Twin Eagle                                                                       11
Ultima Exodus                                                                    11
Ultima: Quest of the Avatar                                                      27
Ultima: Warriors of Destiny                                                      27
Ultimate Stuntman                                                                26
Untouchables, The                                                                20
Urban Champion                                                                   6
Vice: Project Doom                                                               12
Vindicators                                                                      12
Wacky Races                                                                      20
Wayne's World                                                                    17
Werewolf: The Last Warrior                                                       5
Wheel of Fortune                                                                 4
Where's Waldo                                                                    2
Who Framed Roger Rabbit                                                          8
Whomp 'Em                                                                        8
Wild Gunman                                                                      9
Willow                                                                           6
Wizardry                                                                         27
Wizards and Warriors                                                             7
Wizards and Warriors 2: Ironsword                                                18
Wizards and Warriors 3                                                           19
Wolverine                                                                        20
World Cup                                                                        8
World Wrestling                                                                  2
Wrath of the Black Manta                                                         7
Wrecking Crew                                                                    5
Wurm: Journey to the Center of the Earth                                         6
WWF Wrestlemania Challenge Game                                                  missing
WWF: Wrestlemania                                                                3
X-Men                                                                            7
Xenophobe                                                                        8
Xevious The Avenger                                                              4
Xexyz                                                                            9
Yo! Noid                                                                         15
Yoshi                                                                            6
Young Indiana Jones Chronicles, The                                              4
Zanac                                                                            11
Zelda 2: The Adventures of Link                                                  10
Zen Intergalactic Ninja                                                          13
