3D Worldrunner(tm) Game	3D	code	nev8.txt	11	XZEAUOOZ + ZAEAKPAA + VAEASPSA	Start on world 3
3D Worldrunner(tm) Game	3D	code	nev8.txt	12	XZEAUOOZ + LAEAKPAA + VAEASPSA	Start on world 4
3D Worldrunner(tm) Game	3D	code	nev8.txt	13	XZEAUOOZ + GAEAKPAA + VAEASPSA	Start on world 5
3D Worldrunner(tm) Game	3D	code	nev8.txt	14	XZEAUOOZ + IAEAKPAA + VAEASPSA	Start on world 6
3D Worldrunner(tm) Game	3D	code	nev8.txt	15	XZEAUOOZ + TAEAKPAA + VAEASPSA	Start on world 7
3D Worldrunner(tm) Game	3D	info	3D WorldRunner is a trademark of Acclaim Entertainment, Inc.
720 Degrees(tm) Game	720	code	nev8.txt	1	SZUYASVK	Infinite continues
720 Degrees(tm) Game	720	code	nev8.txt	2	PEXKLZLE	9 continues
720 Degrees(tm) Game	720	code	nev8.txt	3	TEXKLZLA	6 continues
720 Degrees(tm) Game	720	code	nev8.txt	4	PEXKLZLA	No continues, instead of usual 2
720 Degrees(tm) Game	720	code	nev8.txt	5	GEKKYZAA	Start with all equipment
720 Degrees(tm) Game	720	code	nev8.txt	6	ZEKKYZAA	Start with half equipment
720 Degrees(tm) Game	720	code	nev8.txt	7	XVXGGXSX + OXXGIXTE + ZEXGTZZA	Start on level 2
720 Degrees(tm) Game	720	code	nev8.txt	8	XVXGGXSX + OXXGIXTE + LEXGTZZA	Start on level 3
720 Degrees(tm) Game	720	code	nev8.txt	9	XVXGGXSX + OXXGIXTE + GEXGTZZA	Start on level 4
720 Degrees(tm) Game	720	info	720 Degrees is a trademark of Atari Games Corp. Used by Mindscape
720 Degrees(tm) Game	720	info	Inc. under license.
8 Eyes(tm) Game	EYE	code	nev8.txt	1	GXOUSUSE	Most attacks won't damage Orin(tm)
8 Eyes(tm) Game	EYE	code	nev8.txt	2	GXNGNOSE	Most attacks won't damage Cutrus(tm)
8 Eyes(tm) Game	EYE	code	nev8.txt	3	AGVXGXYZ	Start with more energy--Orin
8 Eyes(tm) Game	EYE	code	nev8.txt	4	AGVXIXYZ	Start with more energy--Cutrus
8 Eyes(tm) Game	EYE	code	nev8.txt	5	YZVXTZAE	Start game with some item power
8 Eyes(tm) Game	EYE	code	nev8.txt	6	GXSLKVSE	Never lose item power once gained
8 Eyes(tm) Game	EYE	code	nev8.txt	7	VTOVNTVA	Start game with dagger
8 Eyes(tm) Game	EYE	info	8 Eyes, Orin and Cutrus are trademarks of Taxan USA Corp.
Addams Family(tm) Game	SPOOKY	code	neup05.txt	1	PEVGGALA	Start with 1 life--1st game only
Addams Family(tm) Game	SPOOKY	code	neup05.txt	2	TEVGGALA	Start with 6 lives--1st game only
Addams Family(tm) Game	SPOOKY	code	neup05.txt	3	PEVGGALE	Start with 9 lives--1st game only
Addams Family(tm) Game	SPOOKY	code	neup05.txt	4	GXSVAUVK	Infinite lives
Addams Family(tm) Game	SPOOKY	code	neup05.txt	5	GXKKZSVK	Infinite life
Addams Family(tm) Game	SPOOKY	code	neup05.txt	6	GXEVLVVK	Infinite Things(tm)
Addams Family(tm) Game	SPOOKY	code	neup05.txt	7	PEKGTAAA	Start in the tree
Addams Family(tm) Game	SPOOKY	code	neup05.txt	8	ZEKGTAAA	Start in the crypt
Addams Family(tm) Game	SPOOKY	code	neup05.txt	9	LEKGTAAA	Start in the hallway
Addams Family(tm) Game	SPOOKY	code	neup05.txt	10	AEKGTAAE	Start in Fester's(tm) room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	11	PEKGTAAE	Start in Pugsly's(tm) room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	12	ZEKGTAAE	Start in the toy room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	13	LEKGTAAE	Start in Wednesday's(tm) room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	14	GEKGTAAE	Start in the attic
Addams Family(tm) Game	SPOOKY	code	neup05.txt	15	YEKGTAAE	Start in a secret room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	16	AOKGTAAA	Start in a secret room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	17	POKGTAAA	Start in a secret room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	18	IOKGTAAE	Start in the bone room
Addams Family(tm) Game	SPOOKY	code	neup05.txt	19	PXKGTAAA	Start in the freezer
Addams Family(tm) Game	SPOOKY	code	neup05.txt	20	ZXKGTAAA	Start in the furnace
Addams Family(tm) Game	SPOOKY	code	neup05.txt	21	AXKGTAAA	Start in Gomez's(tm) room
Addams Family(tm) Game	SPOOKY	info	The Addams Family, Thing, Fester, Pugsly, Wednesday and Gomez are
Addams Family(tm) Game	SPOOKY	info	trademarks of Paramount Pictures Corporation.
Adventure Island II(tm) Game	ISL2	code	nev8.txt	1	PEXVAALA	2 lives
Adventure Island II(tm) Game	ISL2	code	nev8.txt	2	TEXVAALA	7 lives
Adventure Island II(tm) Game	ISL2	code	nev8.txt	3	PEXVAALE	10 lives
Adventure Island II(tm) Game	ISL2	code	nev8.txt	4	SXNLOKVK	Infinite lives
Adventure Island II(tm) Game	ISL2	code	nev8.txt	5	SZUIGEVK	Infinite energy
Adventure Island II(tm) Game	ISL2	code	nev8.txt	6	AENZTPAZ	Reversible skateboard
Adventure Island II(tm) Game	ISL2	code	nev8.txt	7	ALKXAAAZ	Faster running
Adventure Island II(tm) Game	ISL2	code	nev8.txt	8	AAKSEYZA	Don't lose energy from hitting objects
Adventure Island II(tm) Game	ISL2	code	nev8.txt	9	SXSUAOSU + GEXULGPA	Higher jump
Adventure Island II(tm) Game	ISL2	info	Adventure Island II is a trademark of Hudson Soft USA, Inc.
Adventure Island 3(tm) Game	ISL3	intro	Help Master Higgins(tm) on his quest to find his missing girlfriend 
Adventure Island 3(tm) Game	ISL3	intro	with these awesome codes. ISL3 Code 14 will have you reaching for 
Adventure Island 3(tm) Game	ISL3	intro	the sky, and ISL3 Codes 6 thru 10 will allow you to start with any of 
Adventure Island 3(tm) Game	ISL3	intro	your prehistoric buddies. Code 5 actually gives you infinite items--
Adventure Island 3(tm) Game	ISL3	intro	if you keep pressing A and B after the first stage. Now go get those 
Adventure Island 3(tm) Game	ISL3	intro	naughty aliens!
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	1	PESZAALA	Start with 2 lives
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	2	TESZAALA	Start with 7 lives
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	3	PESZAALE	Start with 9 lives
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	4	SXNLISSE	Infinite lives
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	5	GXUUGOSO	Keep items after dying--after 1st stage
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	6	VTVZZESE	Start with 2 Red Taylors(tm)
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	7	VTVZIESE	Start with 2 Blue Taylors
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	8	VTVXAESE	Start with 2 Classies(tm)
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	9	VTVXLESE	Start with 2 Don-Dons(tm)
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	10	VTVXTESE	Start with 2 Poleys(tm)
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	11	VTNZPESE	Start with 2 boomerangs
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	12	VTNZGESE	Start with 2 axes
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	13	VTNZYESE	Start with 2 invincibility crystals
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	14	SUEZEXLN	Mega-jumping Master Higgins(tm)
Adventure Island 3(tm) Game	ISL3	code	necd5.txt	15	AAKXGTZA	Get 99 lives when you pick up 100 fruit
Adventure Island 3(tm) Game	ISL3	info	Adventure Island 3, Master Higgins, Taylor, Classie, Don-Don and
Adventure Island 3(tm) Game	ISL3	info	Poley are trademarks of Hudson Soft USA, Inc.
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	1	LAKUTGTA	'Life' costs less
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	2	GAKUTGTE	'Life' costs more
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	3	GAKUYKAA	'Freeze' costs less
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	4	YAKUYKAE	'Freeze' costs more
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	5	IASLAKZA	'Invincible' costs less
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	6	GPSLAKZA	'Invincible' costs more
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	7	TASLPKGA	'Life Up' costs less
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	8	APSLPKGE	'Life Up' costs more
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	9	GXELLXSN + AAXUAXGY	All items for free!
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	10	PEVEIALA	Start with 1 life
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	11	TEVEIALA	Start with 6 lives
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	12	PEVEIALE	Start with 9 lives
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	neup02.txt	13	SXKYUOVK	Never lose a life in 'attractions'
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	14	NYKULZKU	More 'Freeze' time
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	15	AGKULZKL	Less 'Freeze' time
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	16	EGSUYXGL	More 'Invincible' time
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	17	SZSTGVVK	Infinite candles
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	18	EYKVNKXN	Mega-jump
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	neup02.txt	19	SXKYUOVK	Infinite lives
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev9.txt	20	PAVAZPLA	Start with less energy in attractions
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev9.txt	21	IAVAZPLA	Start with more energy in attractions
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev9.txt	22	PAVAZPLE	Start with even more energy in attractions
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev9.txt	23	SXXNXPVG	Almost infinite energy in attractions
Adventures In The Magic Kingdom(tm) Game	MAGIC	code	nev8.txt	24	SZSTGVVK	Infinite candles
Adventures In The Magic Kingdom(tm) Game	MAGIC	info	Adventures In The Magic Kingdom is a trademark of The Walt Disney
Adventures In The Magic Kingdom(tm) Game	MAGIC	info	Company. Used by Capcom USA, Inc. under license.
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	1	GZOVLLVG	Infinite lives
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	2	PEKVIZYA + SXOOUKVK	Infinite energy
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	3	AAETAGZA	Start with 1 life
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	4	IAETAGZA	Start with 6 lives
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	5	AAETAGZE	Start with 9 lives
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	6	PAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 2
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	7	ZAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 3
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	8	LAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 4
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	9	GAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 5
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	10	IAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 6
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	11	TAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 7
The Adventures of Bayou Billy(tm) Game	BILL	code	nev8.txt	12	YAEVZGAA + UYEVGKPU + AAEVAGGA	Start on level 8
The Adventures of Bayou Billy(tm) Game	BILL	info	The Adventures of Bayou Billy is a trademark of Konami Inc.
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	1	SZEETTVG	Start with infinite lives
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	2	AESEPGZA	Start with 1 life
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	3	IESEPGZA	Start with 6 lives
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	4	AESEPGZE	Start with 9 lives
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	5	SZUENZVG	Start with infinite life hearts
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	6	GESEIGZA	Start with 4 life hearts
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	7	AESEIGZE	Start with 8 life hearts
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	8	VKEAPISA	Start Macho (big), stay Macho
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	9	VVEAPISA	Start as Macho-Riki(tm)
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	10	IEVASPIG	Once Macho, stay Macho
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	11	TKSAAGSA + ZEKEIGAA	Start on stage 2-1
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	12	TKSAAGSA + GEKEIGAA	Start on stage 3-1
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	13	TKSAAGSA + TEKEIGAA	Start on stage 4-1
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	14	TKSAAGSA + AEKEIGAE	Start on stage 4-2
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	15	TKSAAGSA + ZEKEIGAE	Start on stage 4-3
Adventures of Dino-Riki(tm) Game	DINO	code	nev8.txt	16	TKSAAGSA + GEKEIGAE	Start on stage 4-4
Adventures of Dino-Riki(tm) Game	DINO	info	Adventures of Dino-Riki and Macho-Riki are trademarks of Hudson
Adventures of Dino-Riki(tm) Game	DINO	info	Soft USA, Inc.
Adventures of Lolo(tm) Game	LOL	code	nev8.txt	1	SXOPSPVG	Infinite lives
Adventures of Lolo(tm) Game	LOL	code	nev8.txt	2	PEKPOAIA	1 life for Lolo(tm)
Adventures of Lolo(tm) Game	LOL	code	nev8.txt	3	PEKPOAIE	9 lives for Lolo
Adventures of Lolo(tm) Game	LOL	info	Adventures of Lolo and Lolo are trademarks of HAL America, Inc.
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	1	GZXPVLVG	Infinite lives
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	2	PESPXPIA	Start with 1 life
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	3	ZESPXPIE	Start with 10 lives
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	4	YESPXPIE	Start with 15 lives
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	5	ZAEPSZAA	Start with 2 magic shots
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	6	GAEPSZAA	Start with 4 magic shots
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	7	GXNXUAVG	Never lose magic shots
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	8	GEUPKPAA	Start at world 5
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	9	PEUPKPAE	Start at world 10
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	10	TEUPKPAE	Start at world 15
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	11	LOUPKPAA	Start at world 20
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	12	AOUPKPAE	Start at world 25
Adventures of Lolo 2(tm) Game	LOLO	code	nev8.txt	13	IOUPKPAE	Start at world 30
Adventures of Lolo 2(tm) Game	LOLO	info	Adventures of Lolo 2 is a trademark of HAL America, Inc.
Adventures of Lolo 3(tm)	LOLO3	intro	This latest sequel in the popular series is an excellent adventure 
Adventures of Lolo 3(tm)	LOLO3	intro	with a puzzle challenge on every level. Use this powerful Game 
Adventures of Lolo 3(tm)	LOLO3	intro	Genie(tm) code to help Lolo(tm) and Lala(tm) defeat the evil King!
Adventures of Lolo 3(tm)	LOLO3	code	neup04.txt	1	SXOASZVG	Infinite shots for the room on pick-up
Adventures of Lolo 3(tm)	LOLO3	info	Adventures of Lolo 3 is a trademark of HAL America, Inc.
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	1	PAOEZAGA	Start with 2 lives
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	2	AAOEYEZA + AEEIGXZA	Start game with no bombs
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	3	TPOEYEZE	Start game with 30 bombs
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	info	CODES 4 AND 5: ONLY WHEN HE HAS FULL ENERGY
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	4	TAVEYGYA	Rocky(tm) loses no energy when flying
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	5	TAVEAGZA	Rocky loses more energy when flying
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	6	AANAIGPA	Bullwinkle(tm) loses no energy when headbutting
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	7	AANAPGGE	Bullwinkle loses more energy when headbutting
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	code	neup07.txt	8	SZNEUKVK	Infinite lives
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	info	The Adventures of Rocky and Bullwinkle, Rocky and Bullwinkle are
The Adventures of Rocky and Bullwinkle and Friends(tm) Game	BULL	info	trademarks of Ward Productions, Inc.
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	1	VZOGGPVG	Infinite Toms
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	2	PEUZIALA	Player 1 starts with 1 Tom
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	3	PANXLLLA	Player 2 starts with 1 Tom
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	4	TEUZIALA	Player 1 starts with 6 Toms
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	5	TANXLLLA	Player 2 starts with 6 Toms
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	6	PEUZIALE	Player 1 starts with 9 Toms
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	7	PANXLLLE	Player 2 starts with 9 Toms
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	8	IAXGTSZA	Only 5 T's lost from skulls
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	9	OGSZZSVU	Start at the river--Player 1
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	10	KISZZSVL	Start in the forest--Player 1
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	11	NISZZSVU	Start in the house--Player 1
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	12	XTSZZSVU	Start in the sky--Player 1
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	13	SYSZZSVL	Start in the cave--Player 1
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	14	ZEEZALPA + AEEXZLLE	Start at the river--Player 2
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	15	LEEZALPA + IEEXZLLE	Start in the forest--Player 2
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	16	GEEZALPA + ZOEXZLLA	Start in the house--Player 2
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	17	IEEZALPA + YOEXZLLA	Start in the sky--Player 2
Adventures of Tom Sawyer(tm) Game	TOM	code	nev8.txt	18	TEEZALPA + GOEXZLLE	Start in the cave--Player 2
Adventures of Tom Sawyer(tm) Game	TOM	info	Adventures of Tom Sawyer is a trademark of SETA USA, Inc.
Air Fortress(tm) Game	FORT	code	nev8.txt	1	SZUPKGVG	Infinite lives outside fortress
Air Fortress(tm) Game	FORT	code	nev8.txt	2	PAVPKZLA	Start with 1 life
Air Fortress(tm) Game	FORT	code	nev8.txt	3	TAVPKZLA	Start with 6 lives
Air Fortress(tm) Game	FORT	code	nev8.txt	4	PAVPKZLE	Start with 9 lives
Air Fortress(tm) Game	FORT	code	nev8.txt	5	GXKKSIST + GXNKNIST	Don't take damage inside fortress
Air Fortress(tm) Game	FORT	code	nev8.txt	6	AAKPSTPA	Infinite Beam Bullets(tm)
Air Fortress(tm) Game	FORT	code	nev8.txt	7	XZSOXXPZ + PASOUZYA + VASOKZSA	Start on level 2
Air Fortress(tm) Game	FORT	code	nev8.txt	8	XZSOXXPZ + ZASOUZYA + VASOKZSA	Start on level 3
Air Fortress(tm) Game	FORT	code	nev8.txt	9	XZSOXXPZ + LASOUZYA + VASOKZSA	Start on level 4
Air Fortress(tm) Game	FORT	code	nev8.txt	10	XZSOXXPZ + GASOUZYA + VASOKZSA	Start on level 5
Air Fortress(tm) Game	FORT	code	nev8.txt	11	XZSOXXPZ + IASOUZYA + VASOKZSA	Start on level 6
Air Fortress(tm) Game	FORT	code	nev8.txt	12	XZSOXXPZ + TASOUZYA + VASOKZSA	Start on level 7
Air Fortress(tm) Game	FORT	code	nev8.txt	13	APKZNGIA	Pick up double bombs
Air Fortress(tm) Game	FORT	code	nev8.txt	14	YYNXUZGV + YNEZEZGV	Pick up extra energy
Air Fortress(tm) Game	FORT	info	Air Fortress and Beam Bullets are trademarks of HAL America, Inc.
Airwolf(tm) Game	WOLF	code	nev8.txt	1	PAUGVILA	Start with 1 life
Airwolf(tm) Game	WOLF	code	nev8.txt	2	TAUGVILA	Start with 6 lives
Airwolf(tm) Game	WOLF	code	nev8.txt	3	PAUGVILE	Start with 9 lives
Airwolf(tm) Game	WOLF	code	nev8.txt	4	PVXKKKLI	Start at last mission reached
Airwolf(tm) Game	WOLF	code	nev8.txt	5	TPVAPXYE	Start with 30 missiles
Airwolf(tm) Game	WOLF	code	nev8.txt	6	IZVAPXYE	Start with 45 missiles
Airwolf(tm) Game	WOLF	code	nev8.txt	7	GXSZAPVG	Start with infinite missiles
Airwolf(tm) Game	WOLF	code	nev8.txt	8	IEVAISYA	Sets missiles to 5 when you refuel
Airwolf(tm) Game	WOLF	code	nev8.txt	9	TOVAISYE	Sets missiles to 30 when you refuel
Airwolf(tm) Game	WOLF	info	Airwolf is a trademark of Universal City Studios, Inc. Used by
Airwolf(tm) Game	WOLF	info	Acclaim Entertainment, Inc., under license.
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	1	AASGITZA	Start with 1 life
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	2	PASGITZA	Start with 2 lives
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	3	EVKNKAPA	Infinite lives
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	4	AVULEESZ	Infinite time
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	5	OZXKXZOU + LAXKUZPI	3 balloons needed to complete A level
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	6	OZXKXZOU + ZAXKUZPI	2 balloons needed to complete A level
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	7	OZXKXZOU + PAXKUZPI	1 balloon needed to complete A level
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	8	NNXYKPZU	255 points for each present collected
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	9	GVXYKPZL	108 points for each present collected
Alfred Chicken(tm) Game	CHICK9	code	nev8.txt	10	PAKLTPTA	Only need 1 diamond for an extra life
Alfred Chicken(tm) Game	CHICK9	info	Alfred Chicken and related names are trademarks of Twilight.
Alien Syndrome(tm) Game	SYND	code	nev8.txt	1	SZUNYXVK	Infinite time
Alien Syndrome(tm) Game	SYND	code	nev8.txt	2	GUONPPLL	Set timer to 440
Alien Syndrome(tm) Game	SYND	code	nev8.txt	3	PAOGPIGA	Both players--1 life
Alien Syndrome(tm) Game	SYND	code	nev8.txt	4	AAOGPIGE	Both players--8 lives
Alien Syndrome(tm) Game	SYND	code	nev8.txt	5	PAVKGIAA	Start with flame thrower
Alien Syndrome(tm) Game	SYND	code	nev8.txt	6	ZAVKGIAA	Start with fireball
Alien Syndrome(tm) Game	SYND	code	nev8.txt	7	LAVKGIAA	Start with laser
Alien Syndrome(tm) Game	SYND	code	nev8.txt	8	AEEKXONY	Don't lose life when shot or touched
Alien Syndrome(tm) Game	SYND	code	nev8.txt	9	AANGVXNY	Don't lose life from falling down holes
Alien Syndrome(tm) Game	SYND	code	nev8.txt	10	PEXGGLGA	1 life after continue
Alien Syndrome(tm) Game	SYND	code	nev8.txt	11	AEXGGLGE	8 lives after continue
Alien Syndrome(tm) Game	SYND	code	nev8.txt	12	PENNELAP + KUNNXLAA + LENNULAZ	Start on round 2
